accession,model_entity_id,latest_version,mean_plddt,organism,tax_id,gene,description,uniprot_id,seq_length,cif_url
A0A7C7PU94,AF-A0A7C7PU94-F1,6,95.94,Candidatus Poseidoniales archaeon,2163009,EYO98_04765,Phosphoribosylamine--glycine ligase,A0A7C7PU94_9ARCH,40,https://alphafold.ebi.ac.uk/files/AF-A0A7C7PU94-F1-model_v6.cif
A0A7C7TZQ8,AF-A0A7C7TZQ8-F1,6,95.06,Candidatus Poseidoniales archaeon,2163009,EYQ58_07785,Histone H1,A0A7C7TZQ8_9ARCH,50,https://alphafold.ebi.ac.uk/files/AF-A0A7C7TZQ8-F1-model_v6.cif
A0A7C7Y7G9,AF-A0A7C7Y7G9-F1,6,95.44,Candidatus Poseidoniales archaeon,2163009,EYQ58_00380,Glycerophosphodiester phosphodiesterase,A0A7C7Y7G9_9ARCH,38,https://alphafold.ebi.ac.uk/files/AF-A0A7C7Y7G9-F1-model_v6.cif
A0A7G9Y4P4,AF-A0A7G9Y4P4-F1,6,96.44,Candidatus Methanogaster sp. ANME-2c ERB4,2759911,MNOMIAMN_00018,Uncharacterized protein,A0A7G9Y4P4_9EURY,48,https://alphafold.ebi.ac.uk/files/AF-A0A7G9Y4P4-F1-model_v6.cif
A0A7G9YHQ3,AF-A0A7G9YHQ3-F1,6,97.12,Candidatus Methanogaster sp. ANME-2c ERB4,2759911,GGGHDLIA_00027,Desulfoferrodoxin N-terminal domain-containing protein,A0A7G9YHQ3_9EURY,37,https://alphafold.ebi.ac.uk/files/AF-A0A7G9YHQ3-F1-model_v6.cif
A0A7G9YP81,AF-A0A7G9YP81-F1,6,95.62,Candidatus Methanogaster sp. ANME-2c ERB4,2759911,rub,Rubredoxin,A0A7G9YP81_9EURY,46,https://alphafold.ebi.ac.uk/files/AF-A0A7G9YP81-F1-model_v6.cif
A0A7G9YP82,AF-A0A7G9YP82-F1,6,97.38,Candidatus Methanogaster sp. ANME-2c ERB4,2759911,DBPBNLAN_00026,Desulfoferrodoxin N-terminal domain-containing protein,A0A7G9YP82_9EURY,37,https://alphafold.ebi.ac.uk/files/AF-A0A7G9YP82-F1-model_v6.cif
A0A7G9YXX7,AF-A0A7G9YXX7-F1,6,95.75,Candidatus Methanophagaceae archaeon ANME-1 ERB6,2759912,rub,Rubredoxin,A0A7G9YXX7_9EURY,45,https://alphafold.ebi.ac.uk/files/AF-A0A7G9YXX7-F1-model_v6.cif
A0A7G9Z2P5,AF-A0A7G9Z2P5-F1,6,95.06,Candidatus Methanophaga sp. ANME-1 ERB7,2759913,LPKEAICH_00020,Uncharacterized protein,A0A7G9Z2P5_9EURY,48,https://alphafold.ebi.ac.uk/files/AF-A0A7G9Z2P5-F1-model_v6.cif
A0A7G9Z8V8,AF-A0A7G9Z8V8-F1,6,95.31,Candidatus Methanophaga sp. ANME-1 ERB7,2759913,JBENMAEK_00011,UDP-N-acetyl-D-mannosamine dehydrogenase,A0A7G9Z8V8_9EURY,47,https://alphafold.ebi.ac.uk/files/AF-A0A7G9Z8V8-F1-model_v6.cif
A0A7G9ZD30,AF-A0A7G9ZD30-F1,6,95.88,Candidatus Methanophaga sp. ANME-1 ERB7,2759913,rub_1,Rubredoxin,A0A7G9ZD30_9EURY,45,https://alphafold.ebi.ac.uk/files/AF-A0A7G9ZD30-F1-model_v6.cif
A0A7G9ZD32,AF-A0A7G9ZD32-F1,6,96.0,Candidatus Methanophaga sp. ANME-1 ERB7,2759913,rub_2,Rubredoxin,A0A7G9ZD32_9EURY,45,https://alphafold.ebi.ac.uk/files/AF-A0A7G9ZD32-F1-model_v6.cif
A0A7H1KP24,AF-A0A7H1KP24-F1,6,96.5,uncultured Methanosarcinales archaeon,183757,HAHEADPM_00022,Uncharacterized protein,A0A7H1KP24_9EURY,48,https://alphafold.ebi.ac.uk/files/AF-A0A7H1KP24-F1-model_v6.cif
A0A7J2H756,AF-A0A7J2H756-F1,6,97.69,Thermofilaceae archaeon,2268203,ENG30_02335,Aldo/keto reductase,A0A7J2H756_9CREN,49,https://alphafold.ebi.ac.uk/files/AF-A0A7J2H756-F1-model_v6.cif
A0A7J2IPL3,AF-A0A7J2IPL3-F1,6,96.31,Candidatus Bathyarchaeota archaeon,2026714,rpl4lp,50S ribosomal protein L4,A0A7J2IPL3_9ARCH,45,https://alphafold.ebi.ac.uk/files/AF-A0A7J2IPL3-F1-model_v6.cif
A0A7J2IQR4,AF-A0A7J2IQR4-F1,6,96.5,Candidatus Bathyarchaeota archaeon,2026714,ENF71_04775,Formylmethanofuran--tetrahydromethanopterin N-formyltransferase,A0A7J2IQR4_9ARCH,46,https://alphafold.ebi.ac.uk/files/AF-A0A7J2IQR4-F1-model_v6.cif
A0A7J2ISG1,AF-A0A7J2ISG1-F1,6,97.62,Candidatus Bathyarchaeota archaeon,2026714,ENF71_08680,HEPN domain-containing protein,A0A7J2ISG1_9ARCH,41,https://alphafold.ebi.ac.uk/files/AF-A0A7J2ISG1-F1-model_v6.cif
A0A7J2LST6,AF-A0A7J2LST6-F1,6,96.38,Candidatus Bathyarchaeota archaeon,2026714,ENG64_04140,Carbamoyltransferase,A0A7J2LST6_9ARCH,38,https://alphafold.ebi.ac.uk/files/AF-A0A7J2LST6-F1-model_v6.cif
A0A7J2MF60,AF-A0A7J2MF60-F1,6,96.56,Methanosarcinales archaeon,2250255,ENF23_02195,MBL fold metallo-hydrolase,A0A7J2MF60_9EURY,43,https://alphafold.ebi.ac.uk/files/AF-A0A7J2MF60-F1-model_v6.cif
A0A7J2MGK5,AF-A0A7J2MGK5-F1,6,96.5,Methanosarcinales archaeon,2250255,ENF23_04800,N-(5'-phosphoribosyl)anthranilate isomerase,A0A7J2MGK5_9EURY,32,https://alphafold.ebi.ac.uk/files/AF-A0A7J2MGK5-F1-model_v6.cif
A0A7J2MGV4,AF-A0A7J2MGV4-F1,6,95.69,Methanosarcinales archaeon,2250255,ENF23_05660,F420-dependent methylenetetrahydromethanopterin dehydrogenase,A0A7J2MGV4_9EURY,50,https://alphafold.ebi.ac.uk/files/AF-A0A7J2MGV4-F1-model_v6.cif
A0A7J2MHH4,AF-A0A7J2MHH4-F1,6,97.19,Methanosarcinales archaeon,2250255,ENF23_03395,Ornithine cyclodeaminase family protein,A0A7J2MHH4_9EURY,44,https://alphafold.ebi.ac.uk/files/AF-A0A7J2MHH4-F1-model_v6.cif
A0A7J2PVB2,AF-A0A7J2PVB2-F1,6,97.56,archaeon,1906665,ENH77_17425,Glutamate dehydrogenase,A0A7J2PVB2_UNCAD,50,https://alphafold.ebi.ac.uk/files/AF-A0A7J2PVB2-F1-model_v6.cif
A0A7J2PZK0,AF-A0A7J2PZK0-F1,6,96.06,archaeon,1906665,ENH77_23405,Nitroreductase,A0A7J2PZK0_UNCAD,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J2PZK0-F1-model_v6.cif
A0A7J2QZC8,AF-A0A7J2QZC8-F1,6,95.0,archaeon,1906665,ENH76_05625,ATP-binding cassette domain-containing protein,A0A7J2QZC8_UNCAD,44,https://alphafold.ebi.ac.uk/files/AF-A0A7J2QZC8-F1-model_v6.cif
A0A7J2R6L5,AF-A0A7J2R6L5-F1,6,95.62,archaeon,1906665,ENH76_18370,DNA cytosine methyltransferase,A0A7J2R6L5_UNCAD,40,https://alphafold.ebi.ac.uk/files/AF-A0A7J2R6L5-F1-model_v6.cif
A0A7J2R8L4,AF-A0A7J2R8L4-F1,6,95.69,archaeon,1906665,ENH76_22125,PHP domain-containing protein,A0A7J2R8L4_UNCAD,40,https://alphafold.ebi.ac.uk/files/AF-A0A7J2R8L4-F1-model_v6.cif
A0A7J2T743,AF-A0A7J2T743-F1,6,95.38,Candidatus Bathyarchaeota archaeon,2026714,ENP33_01900,Type I glyceraldehyde-3-phosphate dehydrogenase,A0A7J2T743_9ARCH,37,https://alphafold.ebi.ac.uk/files/AF-A0A7J2T743-F1-model_v6.cif
A0A7J2TJN1,AF-A0A7J2TJN1-F1,6,95.56,Archaeoglobus fulgidus,2234,ENP88_06615,Phosphoribosylglycinamide synthetase N-terminal domain-containing protein,A0A7J2TJN1_ARCFL,35,https://alphafold.ebi.ac.uk/files/AF-A0A7J2TJN1-F1-model_v6.cif
A0A7J2TN26,AF-A0A7J2TN26-F1,6,97.25,Candidatus Bathyarchaeota archaeon,2026714,ENP95_01475,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A7J2TN26_9ARCH,38,https://alphafold.ebi.ac.uk/files/AF-A0A7J2TN26-F1-model_v6.cif
A0A7J2TXK4,AF-A0A7J2TXK4-F1,6,96.31,Candidatus Aenigmatarchaeota archaeon,3121606,ENQ10_03380,Rubredoxin,A0A7J2TXK4_9ARCH,44,https://alphafold.ebi.ac.uk/files/AF-A0A7J2TXK4-F1-model_v6.cif
A0A7J2UQV7,AF-A0A7J2UQV7-F1,6,95.56,Hadesarchaea archaeon,2250276,ENP10_00530,Kinase,A0A7J2UQV7_9ARCH,42,https://alphafold.ebi.ac.uk/files/AF-A0A7J2UQV7-F1-model_v6.cif
A0A7J2V0Z7,AF-A0A7J2V0Z7-F1,6,95.44,Acidilobales archaeon,2268176,ENO52_05370,PHP domain-containing protein,A0A7J2V0Z7_9CREN,42,https://alphafold.ebi.ac.uk/files/AF-A0A7J2V0Z7-F1-model_v6.cif
A0A7J2V9U9,AF-A0A7J2V9U9-F1,6,95.56,Desulfurococcaceae archaeon,2184738,ENN71_01635,HEPN domain-containing protein,A0A7J2V9U9_9CREN,33,https://alphafold.ebi.ac.uk/files/AF-A0A7J2V9U9-F1-model_v6.cif
A0A7J2VBC6,AF-A0A7J2VBC6-F1,6,95.75,Desulfurococcaceae archaeon,2184738,ENN71_06205,ABC transporter ATP-binding protein,A0A7J2VBC6_9CREN,44,https://alphafold.ebi.ac.uk/files/AF-A0A7J2VBC6-F1-model_v6.cif
A0A7J2VTQ0,AF-A0A7J2VTQ0-F1,6,95.94,Candidatus Aenigmatarchaeota archaeon,3121606,ENO37_01070,Phenylacetate--CoA ligase,A0A7J2VTQ0_9ARCH,42,https://alphafold.ebi.ac.uk/files/AF-A0A7J2VTQ0-F1-model_v6.cif
A0A7J2VWF2,AF-A0A7J2VWF2-F1,6,96.31,Candidatus Aenigmatarchaeota archaeon,3121606,ENO37_04545,Phenylacetate--CoA ligase,A0A7J2VWF2_9ARCH,42,https://alphafold.ebi.ac.uk/files/AF-A0A7J2VWF2-F1-model_v6.cif
A0A7J2WFC1,AF-A0A7J2WFC1-F1,6,95.25,Desulfurococcaceae archaeon,2184738,ENO55_03350,SDR family NAD(P)-dependent oxidoreductase,A0A7J2WFC1_9CREN,42,https://alphafold.ebi.ac.uk/files/AF-A0A7J2WFC1-F1-model_v6.cif
A0A7J2Y502,AF-A0A7J2Y502-F1,6,96.88,Methanobacteriota archaeon,2026739,ENR79_02325,tRNA (cytidine(56)-2'-O)-methyltransferase,A0A7J2Y502_UNCMT,37,https://alphafold.ebi.ac.uk/files/AF-A0A7J2Y502-F1-model_v6.cif
A0A7J2Y6X9,AF-A0A7J2Y6X9-F1,6,97.12,Methanobacteriota archaeon,2026739,ENR79_05215,NAD(P)-dependent oxidoreductase,A0A7J2Y6X9_UNCMT,28,https://alphafold.ebi.ac.uk/files/AF-A0A7J2Y6X9-F1-model_v6.cif
A0A7J2YMB9,AF-A0A7J2YMB9-F1,6,97.0,Candidatus Bathyarchaeota archaeon,2026714,ENR36_00170,Bifunctional formaldehyde-activating protein/3-hexulose-6-phosphate synthase,A0A7J2YMB9_9ARCH,45,https://alphafold.ebi.ac.uk/files/AF-A0A7J2YMB9-F1-model_v6.cif
A0A7J2Z0G0,AF-A0A7J2Z0G0-F1,6,95.19,Candidatus Aenigmatarchaeota archaeon,3121606,ENY04_01085,Methionyl/Leucyl tRNA synthetase domain-containing protein,A0A7J2Z0G0_9ARCH,47,https://alphafold.ebi.ac.uk/files/AF-A0A7J2Z0G0-F1-model_v6.cif
A0A7J2ZCD7,AF-A0A7J2ZCD7-F1,6,96.62,Candidatus Bathyarchaeota archaeon,2026714,ENV87_01075,Adenosine monophosphate-protein transferase,A0A7J2ZCD7_9ARCH,45,https://alphafold.ebi.ac.uk/files/AF-A0A7J2ZCD7-F1-model_v6.cif
A0A7J2ZIP3,AF-A0A7J2ZIP3-F1,6,97.69,Nitrososphaeria archaeon,2268198,ENV47_01925,acylphosphatase,A0A7J2ZIP3_9ARCH,45,https://alphafold.ebi.ac.uk/files/AF-A0A7J2ZIP3-F1-model_v6.cif
A0A7J2ZM04,AF-A0A7J2ZM04-F1,6,96.62,Candidatus Aenigmatarchaeota archaeon,3121606,ENV25_02140,UDP-glucose/GDP-mannose dehydrogenase N-terminal domain-containing protein,A0A7J2ZM04_9ARCH,34,https://alphafold.ebi.ac.uk/files/AF-A0A7J2ZM04-F1-model_v6.cif
A0A7J3AC04,AF-A0A7J3AC04-F1,6,95.31,Candidatus Bathyarchaeota archaeon,2026714,ENX97_01020,Ammonium transporter,A0A7J3AC04_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J3AC04-F1-model_v6.cif
A0A7J3ADC8,AF-A0A7J3ADC8-F1,6,95.44,Candidatus Bathyarchaeota archaeon,2026714,ENX97_04230,Daunorubicin ABC transporter ATP-binding protein,A0A7J3ADC8_9ARCH,39,https://alphafold.ebi.ac.uk/files/AF-A0A7J3ADC8-F1-model_v6.cif
A0A7J3B0X2,AF-A0A7J3B0X2-F1,6,96.62,Thermoproteota archaeon,2056631,ENX12_07550,EVE domain-containing protein,A0A7J3B0X2_9CREN,26,https://alphafold.ebi.ac.uk/files/AF-A0A7J3B0X2-F1-model_v6.cif
A0A7J3B843,AF-A0A7J3B843-F1,6,96.44,Methanobacteriota archaeon,2026739,ENX42_02940,IMP dehydrogenase/GMP reductase domain-containing protein,A0A7J3B843_UNCMT,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J3B843-F1-model_v6.cif
A0A7J3BC48,AF-A0A7J3BC48-F1,6,96.0,Candidatus Bathyarchaeota archaeon,2026714,ENX19_01225,Arsenate reductase ArsC,A0A7J3BC48_9ARCH,43,https://alphafold.ebi.ac.uk/files/AF-A0A7J3BC48-F1-model_v6.cif
A0A7J3BD52,AF-A0A7J3BD52-F1,6,95.69,Candidatus Bathyarchaeota archaeon,2026714,ENX19_03055,ATPase F1/V1/A1 complex alpha/beta subunit N-terminal domain-containing protein,A0A7J3BD52_9ARCH,42,https://alphafold.ebi.ac.uk/files/AF-A0A7J3BD52-F1-model_v6.cif
A0A7J3BEY8,AF-A0A7J3BEY8-F1,6,95.94,Candidatus Bathyarchaeota archaeon,2026714,ENX19_06790,5-(Carboxyamino)imidazole ribonucleotide mutase,A0A7J3BEY8_9ARCH,31,https://alphafold.ebi.ac.uk/files/AF-A0A7J3BEY8-F1-model_v6.cif
A0A7J3C7I1,AF-A0A7J3C7I1-F1,6,95.12,Methanobacteriota archaeon,2026739,ENX69_02885,DUF521 domain-containing protein,A0A7J3C7I1_UNCMT,36,https://alphafold.ebi.ac.uk/files/AF-A0A7J3C7I1-F1-model_v6.cif
A0A7J3CJ29,AF-A0A7J3CJ29-F1,6,95.25,Candidatus Aenigmatarchaeota archaeon,3121606,ENX47_00565,Subtype I-B CRISPR-associated endonuclease Cas1,A0A7J3CJ29_9ARCH,40,https://alphafold.ebi.ac.uk/files/AF-A0A7J3CJ29-F1-model_v6.cif
A0A7J3D6Q8,AF-A0A7J3D6Q8-F1,6,95.38,Nitrososphaeria archaeon,2268198,ENV71_07710,Argininosuccinate synthase,A0A7J3D6Q8_9ARCH,42,https://alphafold.ebi.ac.uk/files/AF-A0A7J3D6Q8-F1-model_v6.cif
A0A7J3D8F9,AF-A0A7J3D8F9-F1,6,95.25,Methanomicrobia archaeon,2268195,ENV73_01705,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A7J3D8F9_9EURY,39,https://alphafold.ebi.ac.uk/files/AF-A0A7J3D8F9-F1-model_v6.cif
A0A7J3D9G8,AF-A0A7J3D9G8-F1,6,96.62,Methanomicrobia archaeon,2268195,ENV73_03890,"3,4-dihydroxy-2-butanone-4-phosphate synthase",A0A7J3D9G8_9EURY,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J3D9G8-F1-model_v6.cif
A0A7J3DAY3,AF-A0A7J3DAY3-F1,6,95.31,Methanomicrobia archaeon,2268195,ENV73_06580,Aldehyde ferredoxin oxidoreductase N-terminal domain-containing protein,A0A7J3DAY3_9EURY,38,https://alphafold.ebi.ac.uk/files/AF-A0A7J3DAY3-F1-model_v6.cif
A0A7J3DNK5,AF-A0A7J3DNK5-F1,6,95.06,archaeon,1906665,ENV24_00415,50S ribosomal protein L34,A0A7J3DNK5_UNCAD,44,https://alphafold.ebi.ac.uk/files/AF-A0A7J3DNK5-F1-model_v6.cif
A0A7J3EGB7,AF-A0A7J3EGB7-F1,6,95.44,Candidatus Bathyarchaeota archaeon,2026714,ENU97_04985,Aminopeptidase,A0A7J3EGB7_9ARCH,35,https://alphafold.ebi.ac.uk/files/AF-A0A7J3EGB7-F1-model_v6.cif
A0A7J3ELT1,AF-A0A7J3ELT1-F1,6,96.0,Desulfurococcaceae archaeon,2184738,ENU92_02330,O-acetyl-ADP-ribose deacetylase,A0A7J3ELT1_9CREN,50,https://alphafold.ebi.ac.uk/files/AF-A0A7J3ELT1-F1-model_v6.cif
A0A7J3EMJ0,AF-A0A7J3EMJ0-F1,6,96.06,Desulfurococcaceae archaeon,2184738,ENU92_03590,YjbQ family protein,A0A7J3EMJ0_9CREN,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J3EMJ0-F1-model_v6.cif
A0A7J3F9X2,AF-A0A7J3F9X2-F1,6,95.38,Candidatus Bathyarchaeota archaeon,2026714,ENV06_02280,Formylmethanofuran--tetrahydromethanopterin N-formyltransferase,A0A7J3F9X2_9ARCH,39,https://alphafold.ebi.ac.uk/files/AF-A0A7J3F9X2-F1-model_v6.cif
A0A7J3FAQ0,AF-A0A7J3FAQ0-F1,6,95.44,Candidatus Bathyarchaeota archaeon,2026714,ENV06_03905,Sugar phosphate isomerase/epimerase,A0A7J3FAQ0_9ARCH,47,https://alphafold.ebi.ac.uk/files/AF-A0A7J3FAQ0-F1-model_v6.cif
A0A7J3FC68,AF-A0A7J3FC68-F1,6,96.19,Hadesarchaea archaeon,2250276,ENU60_00160,4-alpha-glucanotransferase,A0A7J3FC68_9ARCH,45,https://alphafold.ebi.ac.uk/files/AF-A0A7J3FC68-F1-model_v6.cif
A0A7J3FC71,AF-A0A7J3FC71-F1,6,97.31,Candidatus Bathyarchaeota archaeon,2026714,ENV06_06110,6-phosphofructokinase,A0A7J3FC71_9ARCH,50,https://alphafold.ebi.ac.uk/files/AF-A0A7J3FC71-F1-model_v6.cif
A0A7J3FCW3,AF-A0A7J3FCW3-F1,6,95.81,Hadesarchaea archaeon,2250276,ENU60_01255,FAD-binding protein,A0A7J3FCW3_9ARCH,38,https://alphafold.ebi.ac.uk/files/AF-A0A7J3FCW3-F1-model_v6.cif
A0A7J3GV54,AF-A0A7J3GV54-F1,6,95.06,Nitrososphaeria archaeon,2268198,ENU16_00300,Aspartate-semialdehyde dehydrogenase,A0A7J3GV54_9ARCH,50,https://alphafold.ebi.ac.uk/files/AF-A0A7J3GV54-F1-model_v6.cif
A0A7J3HB40,AF-A0A7J3HB40-F1,6,96.44,Desulfurococcaceae archaeon,2184738,ENT84_00775,ATP-binding cassette domain-containing protein,A0A7J3HB40_9CREN,50,https://alphafold.ebi.ac.uk/files/AF-A0A7J3HB40-F1-model_v6.cif
A0A7J3HP86,AF-A0A7J3HP86-F1,6,95.31,Nitrososphaeria archaeon,2268198,ENU05_03130,ATP-binding cassette domain-containing protein,A0A7J3HP86_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J3HP86-F1-model_v6.cif
A0A7J3HPJ8,AF-A0A7J3HPJ8-F1,6,95.06,Nitrososphaeria archaeon,2268198,ENU05_03700,Shikimate dehydrogenase substrate binding N-terminal domain-containing protein,A0A7J3HPJ8_9ARCH,35,https://alphafold.ebi.ac.uk/files/AF-A0A7J3HPJ8-F1-model_v6.cif
A0A7J3I0Z5,AF-A0A7J3I0Z5-F1,6,95.19,Candidatus Bathyarchaeota archaeon,2026714,ENT86_02570,Tetrahydromethanopterin S-methyltransferase subunit H,A0A7J3I0Z5_9ARCH,34,https://alphafold.ebi.ac.uk/files/AF-A0A7J3I0Z5-F1-model_v6.cif
A0A7J3I3M4,AF-A0A7J3I3M4-F1,6,95.0,Candidatus Bathyarchaeota archaeon,2026714,ENT86_06815,MOFRL domain-containing protein,A0A7J3I3M4_9ARCH,39,https://alphafold.ebi.ac.uk/files/AF-A0A7J3I3M4-F1-model_v6.cif
A0A7J3I437,AF-A0A7J3I437-F1,6,96.69,Candidatus Bathyarchaeota archaeon,2026714,ENT86_07010,FAD-binding protein,A0A7J3I437_9ARCH,34,https://alphafold.ebi.ac.uk/files/AF-A0A7J3I437-F1-model_v6.cif
A0A7J3I6Q7,AF-A0A7J3I6Q7-F1,6,97.12,Ignisphaera aggregans,334771,ENT87_01750,Glycerate kinase,A0A7J3I6Q7_9CREN,46,https://alphafold.ebi.ac.uk/files/AF-A0A7J3I6Q7-F1-model_v6.cif
A0A7J3IA32,AF-A0A7J3IA32-F1,6,97.44,Ignisphaera aggregans,334771,ENT87_07825,Acetyl-CoA synthetase,A0A7J3IA32_9CREN,42,https://alphafold.ebi.ac.uk/files/AF-A0A7J3IA32-F1-model_v6.cif
A0A7J3IFT0,AF-A0A7J3IFT0-F1,6,95.0,Candidatus Bathyarchaeota archaeon,2026714,ENT95_01105,Chorismate-utilising enzyme C-terminal domain-containing protein,A0A7J3IFT0_9ARCH,40,https://alphafold.ebi.ac.uk/files/AF-A0A7J3IFT0-F1-model_v6.cif
A0A7J3IY93,AF-A0A7J3IY93-F1,6,95.06,Candidatus Bathyarchaeota archaeon,2026714,ENT56_00055,Aldehyde ferredoxin oxidoreductase N-terminal domain-containing protein,A0A7J3IY93_9ARCH,49,https://alphafold.ebi.ac.uk/files/AF-A0A7J3IY93-F1-model_v6.cif
A0A7J3J0Q3,AF-A0A7J3J0Q3-F1,6,95.75,Candidatus Bathyarchaeota archaeon,2026714,ENT56_04520,Bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,A0A7J3J0Q3_9ARCH,36,https://alphafold.ebi.ac.uk/files/AF-A0A7J3J0Q3-F1-model_v6.cif
A0A7J3J2N7,AF-A0A7J3J2N7-F1,6,97.56,Candidatus Bathyarchaeota archaeon,2026714,ENT63_01535,DUF424 family protein,A0A7J3J2N7_9ARCH,38,https://alphafold.ebi.ac.uk/files/AF-A0A7J3J2N7-F1-model_v6.cif
A0A7J3J3L3,AF-A0A7J3J3L3-F1,6,96.12,Candidatus Bathyarchaeota archaeon,2026714,ENT63_01315,3-hydroxyacyl-CoA dehydrogenase NAD binding domain-containing protein,A0A7J3J3L3_9ARCH,45,https://alphafold.ebi.ac.uk/files/AF-A0A7J3J3L3-F1-model_v6.cif
A0A7J3JCS0,AF-A0A7J3JCS0-F1,6,96.75,Candidatus Bathyarchaeota archaeon,2026714,ENT06_04915,DUF4152 domain-containing protein,A0A7J3JCS0_9ARCH,39,https://alphafold.ebi.ac.uk/files/AF-A0A7J3JCS0-F1-model_v6.cif
A0A7J3KAV9,AF-A0A7J3KAV9-F1,6,96.19,Candidatus Bathyarchaeota archaeon,2026714,ENU24_02450,HEPN domain-containing protein,A0A7J3KAV9_9ARCH,49,https://alphafold.ebi.ac.uk/files/AF-A0A7J3KAV9-F1-model_v6.cif
A0A7J3LWS6,AF-A0A7J3LWS6-F1,6,95.0,Candidatus Bathyarchaeota archaeon,2026714,leuD,3-isopropylmalate dehydratase small subunit,A0A7J3LWS6_9ARCH,35,https://alphafold.ebi.ac.uk/files/AF-A0A7J3LWS6-F1-model_v6.cif
A0A7J3LXD3,AF-A0A7J3LXD3-F1,6,96.88,Candidatus Bathyarchaeota archaeon,2026714,ENT53_01665,LLM class flavin-dependent oxidoreductase,A0A7J3LXD3_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J3LXD3-F1-model_v6.cif
A0A7J3LYC8,AF-A0A7J3LYC8-F1,6,95.06,Candidatus Bathyarchaeota archaeon,2026714,ENT53_01525,"Ribbon-helix-helix protein, CopG family",A0A7J3LYC8_9ARCH,35,https://alphafold.ebi.ac.uk/files/AF-A0A7J3LYC8-F1-model_v6.cif
A0A7J3M1M9,AF-A0A7J3M1M9-F1,6,95.31,Archaeoglobus fulgidus,2234,ENT52_03820,YjbQ family protein,A0A7J3M1M9_ARCFL,33,https://alphafold.ebi.ac.uk/files/AF-A0A7J3M1M9-F1-model_v6.cif
A0A7J3M2B2,AF-A0A7J3M2B2-F1,6,96.88,Archaeoglobus fulgidus,2234,ENT52_05165,30S ribosomal protein S27e,A0A7J3M2B2_ARCFL,39,https://alphafold.ebi.ac.uk/files/AF-A0A7J3M2B2-F1-model_v6.cif
A0A7J3M345,AF-A0A7J3M345-F1,6,95.88,Archaeoglobus fulgidus,2234,ENT52_06640,CRISPR-associated endoribonuclease Cas6,A0A7J3M345_ARCFL,43,https://alphafold.ebi.ac.uk/files/AF-A0A7J3M345-F1-model_v6.cif
A0A7J3M4E2,AF-A0A7J3M4E2-F1,6,95.5,Archaeoglobus fulgidus,2234,ENT52_05350,Methenyltetrahydromethanopterin cyclohydrolase,A0A7J3M4E2_ARCFL,42,https://alphafold.ebi.ac.uk/files/AF-A0A7J3M4E2-F1-model_v6.cif
A0A7J3M654,AF-A0A7J3M654-F1,6,97.12,Candidatus Bathyarchaeota archaeon,2026714,ENU01_01205,NAD(P)-dependent oxidoreductase,A0A7J3M654_9ARCH,35,https://alphafold.ebi.ac.uk/files/AF-A0A7J3M654-F1-model_v6.cif
A0A7J3MGX5,AF-A0A7J3MGX5-F1,6,95.69,Candidatus Bathyarchaeota archaeon,2026714,ENU68_01495,Oligopeptide ABC transporter ATP-binding protein,A0A7J3MGX5_9ARCH,47,https://alphafold.ebi.ac.uk/files/AF-A0A7J3MGX5-F1-model_v6.cif
A0A7J3MYD0,AF-A0A7J3MYD0-F1,6,95.25,Ignisphaera aggregans,334771,ENT99_02540,CMP/dCMP-type deaminase domain-containing protein,A0A7J3MYD0_9CREN,46,https://alphafold.ebi.ac.uk/files/AF-A0A7J3MYD0-F1-model_v6.cif
A0A7J3MZ99,AF-A0A7J3MZ99-F1,6,96.0,Ignisphaera aggregans,334771,ENT99_04170,3-isopropylmalate dehydratase large subunit,A0A7J3MZ99_9CREN,45,https://alphafold.ebi.ac.uk/files/AF-A0A7J3MZ99-F1-model_v6.cif
A0A7J3P4N5,AF-A0A7J3P4N5-F1,6,96.81,Nitrososphaeria archaeon,2268198,ENT79_05195,superoxide dismutase,A0A7J3P4N5_9ARCH,37,https://alphafold.ebi.ac.uk/files/AF-A0A7J3P4N5-F1-model_v6.cif
A0A7J3PA89,AF-A0A7J3PA89-F1,6,96.38,Hadesarchaea archaeon,2250276,ENT62_03465,Thiolase domain-containing protein,A0A7J3PA89_9ARCH,47,https://alphafold.ebi.ac.uk/files/AF-A0A7J3PA89-F1-model_v6.cif
A0A7J3QFR6,AF-A0A7J3QFR6-F1,6,96.81,Hadesarchaea archaeon,2250276,ENV09_00635,5-(Carboxyamino)imidazole ribonucleotide mutase,A0A7J3QFR6_9ARCH,46,https://alphafold.ebi.ac.uk/files/AF-A0A7J3QFR6-F1-model_v6.cif
