BMRB_ID	PDB_ID	RESOLUTION	SEQ_IDENTITY	SEQ_LENGTH	SEQ_OFFSET	HA	CA	CB	CO	N	HN	AVG_CORR	HA_CORR	CA_CORR	CB_CORR	CO_CORR	N_CORR	HN_CORR	HA_RMSD	CA_RMSD	CB_RMSD	CO_RMSD	N_RMSD	HN_RMSD	HA_CSDIFF	CA_CSDIFF	CB_CSDIFF	CO_CSDIFF	N_CSDIFF	HN_CSDIFF
bmr1586	1MHIB	NMR	96.7	30	0	1					1	0.583	0.583	N/A	N/A	N/A	N/A	-0.085	0.165	N/A	N/A	N/A	N/A	0.522	-0.11	N/A	N/A	N/A	N/A	-0.29
bmr1632	1ZNIC	1.50	100.0	21	0	1					1	0.780	0.821	N/A	N/A	N/A	N/A	0.740	0.094	N/A	N/A	N/A	N/A	0.223	-0.01	N/A	N/A	N/A	N/A	-0.06
bmr1633	1OS3D	1.95	100.0	28	0	1					1	0.695	0.829	0.000	0.000	0.000	0.000	0.560	0.209	0.000	0.000	0.000	0.000	0.312	-0.00	0.00	0.00	0.00	0.00	0.10
bmr1634	1MXEA	1.70	99.3	144	3	1	1		1	1	1	0.884	0.894	0.980	N/A	0.880	0.865	0.803	0.129	0.750	N/A	0.575	1.562	0.276	-0.07	0.24	N/A	-0.08	-0.69	-0.06
bmr1639	1UWXA	2.20	98.3	58	4	1					1	0.840	0.926	N/A	N/A	N/A	N/A	0.753	0.123	N/A	N/A	N/A	N/A	0.303	-0.08	N/A	N/A	N/A	N/A	-0.11
bmr1642	1HOE_	2.00	98.6	74	0	1	1	1				0.984	N/A	0.972	0.996	N/A	N/A	N/A	N/A	1.031	1.052	N/A	N/A	N/A	N/A	2.34	2.51	N/A	N/A	N/A
bmr1657	2RN2_	1.48	97.4	152	2	1	1			1	1	0.889	0.930	0.986	N/A	N/A	0.913	0.726	0.135	0.785	N/A	N/A	1.478	0.298	-0.04	1.79	N/A	N/A	0.20	-0.02
bmr1658	1RN1B	1.84	97.1	103	1	1				1		0.893	N/A	N/A	N/A	N/A	0.893	N/A	N/A	N/A	N/A	N/A	1.715	N/A	N/A	N/A	N/A	N/A	-0.66	N/A
bmr1663	1GPR_	1.90	100.0	158	3	1				1	1	0.755	0.798	N/A	N/A	N/A	0.844	0.624	0.157	N/A	N/A	N/A	2.014	0.388	0.00	N/A	N/A	N/A	0.31	0.05
bmr1666	1ET1A	0.90	100.0	34	0	1					1	0.714	0.847	N/A	N/A	N/A	N/A	0.582	0.099	N/A	N/A	N/A	N/A	0.207	-0.07	N/A	N/A	N/A	N/A	0.22
bmr1672	2BC5C	2.25	100.0	106	0	1				1	1	0.792	0.832	N/A	N/A	N/A	0.858	0.685	0.115	N/A	N/A	N/A	1.753	0.248	-0.09	N/A	N/A	N/A	-4.20	-0.08
bmr1673	1D03A	1.85	98.8	169	0	1				1	1	0.667	0.846	N/A	N/A	N/A	0.565	0.589	0.150	N/A	N/A	N/A	1.654	0.365	-0.04	N/A	N/A	N/A	-1.33	0.08
bmr1674	1EPG_	NMR	100.0	53	0	1					1	0.487	0.469	N/A	N/A	N/A	N/A	0.506	0.175	N/A	N/A	N/A	N/A	0.404	-0.09	N/A	N/A	N/A	N/A	-0.21
bmr1675	1KBAB	2.30	100.0	66	0	1					1	0.752	0.778	N/A	N/A	N/A	N/A	0.725	0.149	N/A	N/A	N/A	N/A	0.351	-0.03	N/A	N/A	N/A	N/A	-0.07
bmr1700	1SRB_	NMR	100.0	21	0	1					1	0.486	0.667	N/A	N/A	N/A	N/A	0.305	0.182	N/A	N/A	N/A	N/A	0.382	0.11	N/A	N/A	N/A	N/A	0.03
bmr1728	1V6RA	NMR	100.0	21	0	1					1	0.564	0.680	N/A	N/A	N/A	N/A	0.448	0.186	N/A	N/A	N/A	N/A	0.539	-0.16	N/A	N/A	N/A	N/A	-0.57
bmr1729	1EPG_	NMR	100.0	53	0	1					1	0.494	0.469	N/A	N/A	N/A	N/A	0.519	0.180	N/A	N/A	N/A	N/A	0.400	-0.13	N/A	N/A	N/A	N/A	-0.22
bmr1743	5CROC	2.30	100.0	60	0	1				1	1	0.780	0.908	N/A	N/A	N/A	0.895	0.536	0.125	N/A	N/A	N/A	1.587	0.380	-0.04	N/A	N/A	N/A	1.40	0.13
bmr1757	1ZXAB	NMR	100.0	32	7	1					1	0.357	0.412	N/A	N/A	N/A	N/A	0.302	0.109	N/A	N/A	N/A	N/A	0.146	-0.03	N/A	N/A	N/A	N/A	0.05
bmr1766	1NOA_	1.50	100.0	113	0	1					1	0.786	0.853	N/A	N/A	N/A	N/A	0.719	0.141	N/A	N/A	N/A	N/A	0.273	0.06	N/A	N/A	N/A	N/A	0.16
bmr1811	1SRB_	NMR	100.0	21	0	1					1	0.530	0.494	N/A	N/A	N/A	N/A	0.566	0.167	N/A	N/A	N/A	N/A	0.328	0.01	N/A	N/A	N/A	N/A	-0.23
bmr1812	1TXXA	2.20	100.0	106	0	1				1		0.929	N/A	N/A	N/A	N/A	0.929	N/A	N/A	N/A	N/A	N/A	1.440	N/A	N/A	N/A	N/A	N/A	-0.59	N/A
bmr1813	1TXXA	2.20	98.1	106	0	1				1		0.925	N/A	N/A	N/A	N/A	0.925	N/A	N/A	N/A	N/A	N/A	1.493	N/A	N/A	N/A	N/A	N/A	-0.52	N/A
bmr1867	1V6RA	NMR	100.0	21	0	1					1	0.567	0.666	N/A	N/A	N/A	N/A	0.468	0.150	N/A	N/A	N/A	N/A	0.546	-0.10	N/A	N/A	N/A	N/A	-0.46
bmr1869	2SNII	2.10	98.4	64	19	1					1	0.780	0.864	N/A	N/A	N/A	N/A	0.696	0.157	N/A	N/A	N/A	N/A	0.257	-0.06	N/A	N/A	N/A	N/A	-0.07
bmr1870	1YPCI	1.70	96.8	63	1	1					1	0.784	0.898	N/A	N/A	N/A	N/A	0.671	0.142	N/A	N/A	N/A	N/A	0.267	-0.08	N/A	N/A	N/A	N/A	-0.06
bmr1874	2EYOA	1.70	99.3	136	5	1					1	0.765	N/A	N/A	N/A	N/A	N/A	0.765	N/A	N/A	N/A	N/A	N/A	0.358	N/A	N/A	N/A	N/A	N/A	-0.04
bmr1875	1F2MA	2.00	97.8	136	5	1	1	1				0.953	0.926	0.980	N/A	N/A	N/A	N/A	0.126	0.877	N/A	N/A	N/A	N/A	-0.04	1.45	N/A	N/A	N/A	N/A
bmr1878	1SNO_	1.70	99.2	131	5	1				1		0.861	N/A	N/A	N/A	N/A	0.861	N/A	N/A	N/A	N/A	N/A	1.937	N/A	N/A	N/A	N/A	N/A	-0.88	N/A
bmr1911	5ZNF_	NMR	96.7	30	0	1					1	0.480	0.678	N/A	N/A	N/A	N/A	0.282	0.225	N/A	N/A	N/A	N/A	0.386	0.15	N/A	N/A	N/A	N/A	-0.02
bmr1918	1H20A	NMR	100.0	36	-1	1					1	0.484	0.435	N/A	N/A	N/A	N/A	0.532	0.177	N/A	N/A	N/A	N/A	0.343	-0.01	N/A	N/A	N/A	N/A	0.00
bmr1991	1VCXA	1.50	100.0	53	0	1					1	0.780	0.917	N/A	N/A	N/A	N/A	0.643	0.145	N/A	N/A	N/A	N/A	0.404	-0.01	N/A	N/A	N/A	N/A	-0.11
bmr2030	1KA5A	NMR	100.0	87	0	1					1	0.584	0.737	N/A	N/A	N/A	N/A	0.431	0.159	N/A	N/A	N/A	N/A	0.445	-0.02	N/A	N/A	N/A	N/A	0.18
bmr2031	1IARA	2.30	99.2	129	1	1				1	1	0.710	0.809	N/A	N/A	N/A	0.800	0.522	0.130	N/A	N/A	N/A	1.836	0.264	-0.04	N/A	N/A	N/A	0.07	-0.03
bmr2039	1AE3_	2.00	98.9	87	0	1					1	0.788	0.904	N/A	N/A	N/A	N/A	0.671	0.120	N/A	N/A	N/A	N/A	0.357	-0.08	N/A	N/A	N/A	N/A	-0.19
bmr2049	1HB8B	2.00	100.0	86	0	1					1	0.727	0.838	N/A	N/A	N/A	N/A	0.616	0.136	N/A	N/A	N/A	N/A	0.320	-0.05	N/A	N/A	N/A	N/A	-0.08
bmr2060	1CM2A	1.80	98.8	85	0	1				1	1	0.830	0.936	N/A	N/A	N/A	0.884	0.669	0.138	N/A	N/A	N/A	1.779	0.338	-0.06	N/A	N/A	N/A	-1.71	-0.06
bmr2061	2ECH_	NMR	100.0	49	0	1					1	0.511	0.557	N/A	N/A	N/A	N/A	0.465	0.195	N/A	N/A	N/A	N/A	0.417	-0.06	N/A	N/A	N/A	N/A	-0.40
bmr2065	1BWOB	2.10	100.0	90	0	1					1	0.709	0.782	N/A	N/A	N/A	N/A	0.636	0.164	N/A	N/A	N/A	N/A	0.300	-0.12	N/A	N/A	N/A	N/A	-0.06
bmr2151	1QFNA	NMR	98.8	85	0	1					1	0.733	0.810	N/A	N/A	N/A	N/A	0.655	0.163	N/A	N/A	N/A	N/A	0.308	-0.04	N/A	N/A	N/A	N/A	-0.10
bmr2196	1KJS_	NMR	100.0	73	1	1					1	0.439	0.439	N/A	N/A	N/A	N/A	-0.042	0.162	N/A	N/A	N/A	N/A	0.389	-0.01	N/A	N/A	N/A	N/A	-0.25
bmr2197					0	1					1	0.381	0.617	0.000	0.000	0.000	0.000	0.144	0.134	0.000	0.000	0.000	0.000	0.191	-0.14	0.00	0.00	0.00	0.00	0.12
bmr2204	2ECH_	NMR	100.0	49	0	1					1	0.506	0.542	N/A	N/A	N/A	N/A	0.469	0.185	N/A	N/A	N/A	N/A	0.430	-0.09	N/A	N/A	N/A	N/A	-0.44
bmr2205	2ECH_	NMR	100.0	49	0	1					1	0.497	0.535	N/A	N/A	N/A	N/A	0.458	0.185	N/A	N/A	N/A	N/A	0.390	-0.06	N/A	N/A	N/A	N/A	-0.33
bmr2206	2ECH_	NMR	100.0	49	0	1					1	0.486	0.539	N/A	N/A	N/A	N/A	0.432	0.194	N/A	N/A	N/A	N/A	0.440	-0.05	N/A	N/A	N/A	N/A	-0.42
bmr2208	1CWCA	1.86	100.0	165	0	1	1		1	1	1	0.853	0.859	0.974	N/A	0.821	0.918	0.694	0.154	0.715	N/A	0.786	1.675	0.342	-0.06	0.47	N/A	0.64	0.35	-0.06
bmr2217	2EXFA	NMR	100.0	39	-1	1					1	0.454	0.553	N/A	N/A	N/A	N/A	0.354	0.181	N/A	N/A	N/A	N/A	0.478	-0.15	N/A	N/A	N/A	N/A	-0.20
bmr2219	1JS2B	1.90	96.5	85	-4	1					1	0.759	0.813	N/A	N/A	N/A	N/A	0.706	0.133	N/A	N/A	N/A	N/A	0.320	-0.04	N/A	N/A	N/A	N/A	-0.04
bmr2227	1PPEI	2.00	96.6	29	0	1					1	0.795	0.880	N/A	N/A	N/A	N/A	0.711	0.121	N/A	N/A	N/A	N/A	0.283	0.02	N/A	N/A	N/A	N/A	0.04
bmr2249	1EPG_	NMR	100.0	53	0	1					1	0.451	0.450	N/A	N/A	N/A	N/A	0.452	0.182	N/A	N/A	N/A	N/A	0.431	-0.09	N/A	N/A	N/A	N/A	-0.32
bmr2261					0	1					1	0.396	-0.936	0.000	0.000	0.000	0.000	0.396	0.926	0.000	0.000	0.000	0.000	0.358	-0.19	0.00	0.00	0.00	0.00	-0.06
bmr2262	1V6RA	NMR	100.0	21	0	1					1	0.558	0.669	N/A	N/A	N/A	N/A	0.448	0.160	N/A	N/A	N/A	N/A	0.487	-0.10	N/A	N/A	N/A	N/A	-0.43
bmr2278	1XLQA	1.45	98.1	106	0	1					1	0.800	0.857	N/A	N/A	N/A	N/A	0.743	0.160	N/A	N/A	N/A	N/A	0.323	0.18	N/A	N/A	N/A	N/A	0.17
bmr2281	1TTG_	NMR	100.0	94	0	1					1	0.679	0.689	N/A	N/A	N/A	N/A	0.669	0.178	N/A	N/A	N/A	N/A	0.322	-0.20	N/A	N/A	N/A	N/A	-0.24
bmr2371	1CM2A	1.80	98.8	85	0	1	1			1	1	0.873	0.935	0.985	N/A	N/A	0.899	0.671	0.133	0.551	N/A	N/A	1.923	0.336	-0.04	0.12	N/A	N/A	-2.16	-0.04
bmr2384	2PSPB	1.95	99.0	105	1	1					1	0.828	0.867	N/A	N/A	N/A	N/A	0.788	0.160	N/A	N/A	N/A	N/A	0.270	-0.05	N/A	N/A	N/A	N/A	0.05
bmr2410	1Z1MA	NMR	100.0	119	0	1	1	1		1	1	0.702	N/A	0.901	0.992	N/A	0.601	0.315	N/A	1.185	1.141	N/A	2.404	0.382	N/A	1.09	1.73	N/A	-2.12	-0.23
bmr2498	1GZZB	2.30	90.9	66	0	1					1	0.733	0.795	N/A	N/A	N/A	N/A	0.671	0.153	N/A	N/A	N/A	N/A	0.227	-0.02	N/A	N/A	N/A	N/A	0.20
bmr2506	1KJS_	NMR	100.0	71	1	1				1		0.472	N/A	N/A	N/A	N/A	0.472	N/A	N/A	N/A	N/A	N/A	2.600	N/A	N/A	N/A	N/A	N/A	-1.62	N/A
bmr2527	1PPEI	2.00	95.8	24	-5	1					1	0.801	0.868	N/A	N/A	N/A	N/A	0.735	0.108	N/A	N/A	N/A	N/A	0.293	-0.02	N/A	N/A	N/A	N/A	0.10
bmr2539	1R69_	2.00	100.0	63	0	1					1	0.762	0.880	N/A	N/A	N/A	N/A	0.645	0.107	N/A	N/A	N/A	N/A	0.315	-0.03	N/A	N/A	N/A	N/A	-0.25
bmr2542	1WQQ_	1.80	100.0	129	0	1				1		0.856	N/A	N/A	N/A	N/A	0.856	N/A	N/A	N/A	N/A	N/A	2.099	N/A	N/A	N/A	N/A	N/A	-2.32	N/A
bmr2546	1BBL_	NMR	100.0	37	11	1					1	0.623	0.765	N/A	N/A	N/A	N/A	0.480	0.122	N/A	N/A	N/A	N/A	0.383	0.06	N/A	N/A	N/A	N/A	-0.22
bmr2575	1PGX_	1.66	100.0	55	-6	1					1	0.852	0.950	N/A	N/A	N/A	N/A	0.754	0.127	N/A	N/A	N/A	N/A	0.311	-0.00	N/A	N/A	N/A	N/A	0.03
bmr2580	1BHA_	NMR	97.1	69	1	1					1	0.389	0.477	N/A	N/A	N/A	N/A	0.301	0.174	N/A	N/A	N/A	N/A	0.392	-0.20	N/A	N/A	N/A	N/A	-0.35
bmr2856	2PJGA	NMR	100.0	68	0	1					1	0.671	0.680	N/A	N/A	N/A	N/A	0.663	0.159	N/A	N/A	N/A	N/A	0.338	0.02	N/A	N/A	N/A	N/A	-0.14
bmr2868	1Y5KC	2.20	100.0	141	0	1					1	0.571	0.651	N/A	N/A	N/A	N/A	0.490	0.178	N/A	N/A	N/A	N/A	0.322	-0.04	N/A	N/A	N/A	N/A	0.08
bmr2956	1LQC_	NMR	98.2	55	0	1					1	0.571	0.661	N/A	N/A	N/A	N/A	0.480	0.153	N/A	N/A	N/A	N/A	0.288	0.03	N/A	N/A	N/A	N/A	-0.13
bmr2999	1CKUB	1.20	100.0	85	0	1					1	0.679	0.639	N/A	N/A	N/A	N/A	0.719	0.140	N/A	N/A	N/A	N/A	0.292	-0.05	N/A	N/A	N/A	N/A	0.05
bmr3078	2GITE	1.70	100.0	99	-1	1					1	0.825	0.861	N/A	N/A	N/A	N/A	0.789	0.142	N/A	N/A	N/A	N/A	0.257	-0.01	N/A	N/A	N/A	N/A	0.09
bmr3427	1ET1A	0.90	100.0	34	0	1					1	0.603	0.821	N/A	N/A	N/A	N/A	0.386	0.131	N/A	N/A	N/A	N/A	0.162	-0.26	N/A	N/A	N/A	N/A	0.00
bmr3433	1NLPC	NMR	100.0	56	8	1				1	1	0.739	0.787	N/A	N/A	N/A	0.788	0.643	0.212	N/A	N/A	N/A	2.258	0.371	-0.15	N/A	N/A	N/A	-1.70	-0.42
bmr3440	1UDRD	1.90	96.8	126	3	1				1	1	0.810	0.909	N/A	N/A	N/A	0.852	0.670	0.138	N/A	N/A	N/A	1.623	0.309	0.02	N/A	N/A	N/A	-1.36	0.04
bmr3441	1JSE_	1.12	99.2	129	0	1					1	0.782	0.910	N/A	N/A	N/A	N/A	0.654	0.142	N/A	N/A	N/A	N/A	0.310	0.01	N/A	N/A	N/A	N/A	0.06
bmr3442	1Y5KC	2.20	100.0	140	-1	1					1	0.649	0.692	N/A	N/A	N/A	N/A	0.606	0.168	N/A	N/A	N/A	N/A	0.292	0.01	N/A	N/A	N/A	N/A	0.12
bmr3449	1BWX_	NMR	100.0	34	0	1					1	0.693	0.770	N/A	N/A	N/A	N/A	0.616	0.132	N/A	N/A	N/A	N/A	0.201	-0.12	N/A	N/A	N/A	N/A	-0.05
bmr3456	1L4VA	NMR	97.5	40	0	1					1	0.610	0.815	N/A	N/A	N/A	N/A	0.405	0.143	N/A	N/A	N/A	N/A	0.347	-0.06	N/A	N/A	N/A	N/A	-0.14
bmr3466	2PTL_	NMR	100.0	77	0	1					1	0.434	0.495	N/A	N/A	N/A	N/A	0.374	0.179	N/A	N/A	N/A	N/A	0.368	-0.10	N/A	N/A	N/A	N/A	-0.24
bmr3485	1ANS_	NMR	100.0	27	0						1	0.663	0.663	N/A	N/A	N/A	N/A	0.663	0.189	N/A	N/A	N/A	N/A	0.512	-0.02	N/A	N/A	N/A	N/A	-0.39
bmr4012	1GOA_	1.90	97.4	156	0	1	1			1	1	0.884	0.864	0.980	N/A	N/A	0.900	0.793	0.147	0.736	N/A	N/A	1.943	0.298	-0.00	0.25	N/A	N/A	0.77	-0.05
bmr4020					0	1	1	1			1	0.847	0.640	0.964	0.999	0.000	0.000	0.784	0.185	0.830	0.560	0.000	0.000	0.217	-0.13	-0.35	-0.67	0.00	0.00	-0.24
bmr4022	1HCB_	1.60	100.0	258	2	1	1	1	1	1	1	0.886	0.849	0.967	0.996	0.838	0.904	0.759	0.159	0.700	0.833	0.668	1.528	0.342	0.03	0.09	-0.03	0.04	0.10	0.06
bmr4028	3SXLB	2.70	96.7	152	13	1	1		1	1	1	0.750	0.745	0.950	N/A	0.807	0.757	0.489	0.165	0.898	N/A	0.832	2.201	0.381	-0.03	-0.08	N/A	0.08	0.52	0.01
bmr4031	3RN3_	1.45	99.2	124	0	1	1	1	1	1	1	0.869	0.864	0.961	0.995	0.847	0.839	0.708	0.157	0.793	0.885	0.735	1.765	0.308	-0.08	0.35	0.43	-0.19	-0.02	0.01
bmr4032	1KF3A	1.05	98.4	124	0	1	1	1	1	1	1	0.871	0.860	0.965	0.995	0.853	0.849	0.703	0.153	0.722	0.965	0.696	1.653	0.280	-0.06	0.18	0.46	-0.02	-0.13	-0.02
bmr4033	1LO1A	NMR	98.9	90	0	1				1	1	0.646	0.659	N/A	N/A	N/A	0.760	0.518	0.167	N/A	N/A	N/A	2.183	0.413	-0.04	N/A	N/A	N/A	-1.08	-0.28
bmr4034	1LO1A	NMR	100.0	90	0	1	1			1	1	0.721	0.630	0.953	N/A	N/A	0.780	0.522	0.166	0.971	N/A	N/A	2.088	0.388	-0.09	0.09	N/A	N/A	-0.89	-0.25
bmr4035	1A7GE	2.40	98.8	82	1	1	1	1		1	1	0.822	0.861	0.970	0.997	N/A	0.710	0.574	0.168	0.982	0.918	N/A	1.827	0.329	-0.07	1.92	1.76	N/A	0.17	-0.02
bmr4036	1AKP_	NMR	100.0	114	0	1	1	1		1	1	0.733	0.565	0.971	0.992	N/A	0.809	0.329	0.176	1.006	1.080	N/A	2.156	0.402	-0.14	1.01	0.39	N/A	-0.52	-0.43
bmr4037	1V9TA	1.70	99.4	165	1	1	1		1	1	1	0.810	0.849	0.982	N/A	0.682	0.893	0.645	0.167	0.888	N/A	1.108	2.323	0.362	-0.01	1.47	N/A	1.24	-3.37	-0.08
bmr4039	1RSY_	1.90	100.0	126	-9	1	1	1	1	1	1	0.876	0.882	0.972	0.994	0.758	0.900	0.747	0.138	0.656	0.828	0.919	1.617	0.273	0.00	0.36	0.45	0.67	0.68	0.02
bmr4040	1TKVA	NMR	100.0	89	1	1	1	1	1	1	1	0.759	0.685	0.963	0.991	0.705	0.707	0.504	0.163	1.129	0.918	0.812	1.654	0.361	0.01	2.17	2.43	0.28	-0.50	-0.20
bmr4041	1RSY_	1.90	100.0	126	-9	1	1	1	1	1	1	0.876	0.866	0.973	0.994	0.758	0.893	0.771	0.141	0.646	0.821	0.924	1.716	0.277	0.00	0.35	0.36	0.73	0.61	0.06
bmr4043	1NRA_	NMR	100.0	63	0	1					1	0.497	0.614	N/A	N/A	N/A	N/A	0.381	0.200	N/A	N/A	N/A	N/A	0.391	-0.02	N/A	N/A	N/A	N/A	-0.05
bmr4044	1UUGB	2.40	100.0	82	2	1				1	1	0.867	0.886	N/A	N/A	N/A	0.889	0.825	0.145	N/A	N/A	N/A	1.755	0.266	0.01	N/A	N/A	N/A	0.45	-0.10
bmr4045	1YUA_	NMR	100.0	122	0	1	1	1		1	1	0.730	0.637	0.952	0.991	N/A	0.661	0.408	0.176	0.884	0.897	N/A	2.338	0.422	0.02	0.04	0.18	N/A	0.25	-0.16
bmr4047	1HUUB	2.00	100.0	90	0	1	1	1	1	1	1	0.882	0.905	0.986	0.998	0.870	0.907	0.627	0.168	0.890	0.856	0.934	1.841	0.312	-0.17	1.66	2.05	1.93	-1.69	-0.12
bmr4049	2I9AC	1.90	100.0	123	5	1	1	1		1	1	0.825	0.866	0.977	0.995	N/A	0.862	0.425	0.147	0.761	0.888	N/A	1.930	0.332	-0.02	0.25	0.10	N/A	0.69	-0.03
bmr4052	1SNC_	1.65	99.3	135	6	1	1	1	1	1	1	0.866	0.896	0.977	0.996	0.823	0.866	0.638	0.134	0.846	0.940	0.957	2.085	0.380	-0.04	1.38	1.65	1.73	-1.60	0.01
bmr4053	1SNM_	1.74	98.5	136	6	1	1	1	1	1	1	0.864	0.890	0.967	0.994	0.787	0.863	0.682	0.140	0.949	0.957	1.019	1.932	0.381	-0.03	1.48	1.55	1.73	-1.41	-0.00
bmr4054	1AQ5A	NMR	100.0	47	0	1				1	1	0.513	0.610	N/A	N/A	N/A	0.529	0.401	0.134	N/A	N/A	N/A	1.815	0.238	-0.01	N/A	N/A	N/A	-1.31	-0.18
bmr4055	1AQ5C	NMR	100.0	47	0	1	1	1		1	1	0.673	0.613	0.937	0.968	N/A	0.679	0.167	0.173	1.101	0.854	N/A	1.645	0.303	0.05	-0.65	-0.54	N/A	-1.18	-0.17
bmr4057	1AZ6_	NMR	100.0	36	0	1					1	0.501	0.648	N/A	N/A	N/A	N/A	0.354	0.192	N/A	N/A	N/A	N/A	0.479	-0.04	N/A	N/A	N/A	N/A	-0.10
bmr4058	1CBH_	NMR	97.2	36	0						1	0.719	0.634	N/A	N/A	N/A	N/A	0.804	0.195	N/A	N/A	N/A	N/A	0.338	-0.03	N/A	N/A	N/A	N/A	-0.16
bmr4059	1CBH_	NMR	97.2	36	0						1	0.735	0.661	N/A	N/A	N/A	N/A	0.809	0.180	N/A	N/A	N/A	N/A	0.336	0.01	N/A	N/A	N/A	N/A	-0.17
bmr4060	1JRLA	1.95	98.9	179	1		1	1	1	1	1	0.825	0.734	0.931	0.986	0.761	0.883	0.656	0.151	0.953	0.931	0.893	1.781	0.320	0.02	0.14	0.42	0.28	0.93	0.08
bmr4064	1HFC_	1.50	100.0	157	6		1	1	1	1	1	0.881	0.881	0.967	0.996	0.861	0.893	0.689	0.142	0.809	0.832	0.721	1.983	0.355	-0.05	0.28	0.46	0.26	1.88	-0.04
bmr4068	1PPFI	1.80			1	1	1	1	1	1	1	0.801	0.797	0.855	0.900	0.702	0.788	0.765	0.135	1.150	1.030	0.916	2.088	0.277	-0.06	-0.05	0.29	-0.41	-0.68	-0.11
bmr4069	3LRIA	NMR	98.8	83	0					1	1	0.496	0.352	N/A	N/A	N/A	0.641	-0.143	0.179	N/A	N/A	N/A	2.224	0.431	-0.03	N/A	N/A	N/A	-0.95	-0.01
bmr4070	1ZE3C	1.84	96.6	205	0		1	1	1	1	1	0.847	0.865	0.965	0.995	0.659	0.898	0.702	0.141	0.662	0.781	0.888	1.607	0.276	-0.01	0.09	0.24	-0.17	0.97	0.13
bmr4072	2GHYA	2.50	100.0	55	0		1	1		1	1	0.864	0.862	0.974	0.997	N/A	0.849	0.639	0.104	0.588	0.742	N/A	1.257	0.271	-0.11	-0.16	0.18	N/A	-0.59	-0.24
bmr4076	1OSPO	1.95	99.6	251	6		1	1	1	1	1	0.887	0.875	0.980	0.998	0.800	0.923	0.746	0.144	0.575	0.602	0.658	1.551	0.279	-0.02	-0.15	-0.14	-0.09	-1.08	0.03
bmr4077	2FKE_	1.72	100.0	107	0		1	1	1	1	1	0.886	0.914	0.984	0.996	0.811	0.897	0.711	0.171	0.705	0.748	0.760	1.873	0.349	-0.06	-0.23	-0.30	-0.65	0.24	-0.10
bmr4078	1VAPB	1.60	99.2	122	0		1	1	1	1	1	0.813	0.828	0.961	0.991	0.695	0.823	0.578	0.149	0.832	0.879	0.852	1.932	0.347	0.04	-0.35	-0.06	-0.10	-1.09	0.05
bmr4079	1AAB_	NMR	100.0	83	0	1	1	1		1	1	0.643	0.628	0.954	0.994	N/A	0.369	0.268	0.161	0.946	0.891	N/A	2.481	0.345	0.07	0.03	0.08	N/A	-0.63	-0.12
bmr4080	1TOP_	1.78	99.4	162	0	1		1				0.996	N/A	N/A	0.996	N/A	N/A	N/A	N/A	N/A	0.830	N/A	N/A	N/A	N/A	N/A	-0.49	N/A	N/A	N/A
bmr4081	2HYMB	NMR	100.0	1	40	1	1	1	1	1	1	0.781	0.754	0.938	0.993	0.759	0.702	0.540	0.150	0.863	0.918	0.781	1.911	0.300	0.03	-0.19	0.10	-0.04	-0.22	-0.10
bmr4082	1FIL_	2.00	100.0	139	0	1	1	1		1	1	0.836	0.878	0.970	0.994	N/A	0.678	0.662	0.153	0.827	0.984	N/A	1.959	0.352	-0.02	-0.17	-0.10	N/A	-1.15	-0.07
bmr4083	1UDRD	1.90	98.4	128	0	1	1	1		1	1	0.891	0.902	0.968	0.994	N/A	0.908	0.685	0.145	0.712	0.820	N/A	1.651	0.310	-0.02	0.10	0.24	N/A	1.35	-0.04
bmr4084	1UP1_	1.90	100.0	86	6	1	1	1		1	1	0.894	0.867	0.965	0.996	N/A	0.886	0.756	0.126	0.632	0.631	N/A	1.692	0.273	-0.03	-0.09	0.09	N/A	0.44	0.05
bmr4085	1SXL_	NMR	100.0	97	0	1	1	1		1	1	0.640	0.410	0.947	0.989	N/A	0.446	0.407	0.196	0.889	1.167	N/A	2.365	0.450	-0.06	0.03	-0.32	N/A	0.06	-0.27
bmr4086	1BI7B	3.40	99.2	125	1	1	1	1		1	1	0.754	0.715	0.956	0.990	N/A	0.756	0.354	0.173	0.833	1.137	N/A	2.139	0.386	0.00	-0.17	0.18	N/A	-1.14	0.15
bmr4087	1DBDB	NMR	100.0	100	2	1	1	1		1	1	0.753	0.695	0.948	0.992	N/A	0.678	0.452	0.192	1.075	0.972	N/A	2.451	0.358	-0.04	-0.52	-0.47	N/A	2.31	-0.05
bmr4090	2EZH_	NMR	100.0	65	5	1	1	1		1	1	0.812	0.784	0.961	0.992	N/A	0.768	0.557	0.164	0.720	0.986	N/A	1.499	0.345	-0.09	-0.01	0.10	N/A	0.29	-0.15
bmr4091	1BFC_	2.20	100.0	124	27	1	1	1	1	1	1	0.849	0.805	0.974	0.995	0.686	0.854	0.780	0.156	0.667	0.731	0.782	2.172	0.377	0.03	0.25	0.18	0.39	2.46	0.10
bmr4092	1IO4D	3.00	92.1	139	3		1	1	1	1	1	0.791	0.757	0.942	0.988	0.778	0.765	0.515	0.186	0.969	1.009	0.902	2.210	0.386	-0.06	0.23	0.12	-0.29	0.36	0.03
bmr4093	1HRHB	2.40	91.4	128	4	1	1		1	1	1	0.797	0.865	0.967	N/A	0.575	0.846	0.731	0.153	0.823	N/A	0.898	1.938	0.270	-0.04	0.26	N/A	0.37	0.98	0.06
